,real_type,real_start,real_end,read_count,var_size
1800_40_4,INVERSION,1390,1906,103,516
1800_45_0,INVERSION,1092,1539,71,447
1800_45_1,INVERSION,664,787,74,123
1800_45_2,INVERSION,983,1459,63,476
1800_45_3,INVERSION,1352,1664,96,312
1800_45_4,INVERSION,687,810,88,123
1800_50_0,INVERSION,614,705,49,91
1800_50_1,INVERSION,1156,1268,51,112
1800_50_2,INVERSION,1355,1936,79,581
1800_50_3,INVERSION,1073,1528,77,455
1800_50_4,INVERSION,798,1190,48,392
1800_55_0,INVERSION,674,1086,63,412
1800_55_1,INVERSION,737,921,55,184
1800_55_2,INVERSION,1053,1465,58,412
1800_55_3,INVERSION,358,598,45,240
1800_55_4,INVERSION,584,1078,61,494
1800_60_0,INVERSION,530,1029,42,499
1800_60_1,INVERSION,1163,1586,46,423
1800_60_2,INVERSION,543,655,45,112
1800_60_3,INVERSION,1051,1610,46,559
1800_60_4,INVERSION,531,798,55,267
1800_65_0,INVERSION,603,878,48,275
1800_65_1,INVERSION,699,883,41,184
1800_65_2,INVERSION,1009,1335,38,326
1800_65_3,INVERSION,1148,1323,51,175
1800_65_4,INVERSION,466,670,54,204
1800_70_0,INVERSION,1302,1632,52,330
1800_70_1,INVERSION,913,1248,65,335
1800_70_2,INVERSION,1193,1394,45,201
1800_70_3,INVERSION,836,1195,40,359
1800_70_4,INVERSION,351,642,40,291
1800_75_0,INVERSION,1195,1776,42,581
1800_75_1,INVERSION,908,1212,29,304
1800_75_2,INVERSION,956,1530,39,574
1800_75_3,INVERSION,1056,1423,41,367
1800_75_4,INVERSION,1126,1692,47,566
1900_30_0,INVERSION,1728,1987,101,259
1900_30_1,INVERSION,1572,2166,86,594
1900_30_2,INVERSION,563,1151,100,588
1900_30_3,INVERSION,553,861,128,308
1900_30_4,INVERSION,546,779,103,233
1900_35_0,INVERSION,1652,1766,86,114
1900_35_1,INVERSION,724,802,90,78
1900_35_2,INVERSION,1356,1622,115,266
1900_35_3,INVERSION,508,691,98,183
1900_35_4,INVERSION,720,1316,100,596
1900_40_0,INVERSION,1339,1736,98,397
1900_40_1,INVERSION,555,659,76,104
1900_40_2,INVERSION,991,1213,72,222
1900_40_3,INVERSION,345,806,69,461
1900_40_4,INVERSION,1239,1778,70,539
1900_45_0,INVERSION,764,1238,66,474
1900_45_1,INVERSION,1102,1475,72,373
1900_45_2,INVERSION,675,1176,79,501
1900_45_3,INVERSION,878,1241,78,363
1900_45_4,INVERSION,542,1125,79,583
1900_50_0,INVERSION,566,944,74,378
1900_50_1,INVERSION,1080,1693,64,613
1900_50_2,INVERSION,931,1346,50,415
1900_50_3,INVERSION,629,881,72,252
1900_50_4,INVERSION,851,1006,54,155
1900_55_0,INVERSION,1060,1635,78,575
1900_55_1,INVERSION,629,1240,55,611
1900_55_2,INVERSION,307,865,78,558
1900_55_3,INVERSION,1310,1437,50,127
1900_55_4,INVERSION,470,786,61,316
1900_60_0,INVERSION,1103,1573,54,470
1900_60_1,INVERSION,461,800,43,339
1900_60_2,INVERSION,743,1132,46,389
1900_60_3,INVERSION,527,1091,39,564
1900_60_4,INVERSION,995,1541,55,546
1900_65_0,INVERSION,1352,1708,42,356
1900_65_1,INVERSION,616,919,43,303
1900_65_2,INVERSION,821,1116,38,295
1900_65_3,INVERSION,542,1048,39,506
1900_65_4,INVERSION,1260,1656,43,396
1900_70_0,INVERSION,1075,1224,37,149
1900_70_1,INVERSION,546,978,42,432
1900_70_2,INVERSION,537,1048,39,511
1900_70_3,INVERSION,1292,1576,45,284
1900_70_4,INVERSION,1164,1682,43,518
1900_75_0,INVERSION,414,659,34,245
1900_75_1,INVERSION,919,1163,40,244
1900_75_2,INVERSION,450,748,39,298
1900_75_3,INVERSION,977,1513,34,536
1900_75_4,INVERSION,1336,1774,36,438
