,real_type,real_start,real_end,read_count,var_size
1500_50_4,INSERTION_SMALLER,193,194,76,204
1500_55_0,INSERTION_SMALLER,310,311,60,437
1500_55_1,INSERTION_SMALLER,783,784,67,216
1500_55_2,INSERTION_SMALLER,411,412,63,218
1500_55_3,INSERTION_SMALLER,800,801,59,467
1500_55_4,INSERTION_SMALLER,840,841,55,164
1500_60_0,INSERTION_SMALLER,688,689,85,465
1500_60_1,INSERTION_SMALLER,744,745,47,160
1500_60_2,INSERTION_SMALLER,513,514,54,337
1500_60_3,INSERTION_SMALLER,720,721,53,167
1500_60_4,INSERTION_SMALLER,642,643,54,320
1500_65_0,INSERTION_SMALLER,938,939,56,297
1500_65_1,INSERTION_SMALLER,312,313,44,204
1500_65_2,INSERTION_SMALLER,893,894,65,173
1500_65_3,INSERTION_SMALLER,908,909,75,181
1500_65_4,INSERTION_SMALLER,982,983,70,211
1500_70_0,INSERTION_SMALLER,859,860,61,463
1500_70_1,INSERTION_SMALLER,1001,1002,38,162
1500_70_2,INSERTION_SMALLER,862,863,58,295
1500_70_3,INSERTION_SMALLER,897,898,60,288
1500_70_4,INSERTION_SMALLER,818,819,64,260
1500_75_0,INSERTION_SMALLER,504,505,42,349
1500_75_1,INSERTION_SMALLER,1074,1075,47,188
1500_75_2,INSERTION_SMALLER,855,856,50,456
1500_75_3,INSERTION_SMALLER,668,669,46,418
1500_75_4,INSERTION_SMALLER,904,905,41,246
1600_30_0,INSERTION_SMALLER,1123,1124,121,75
1600_30_1,INSERTION_SMALLER,1101,1102,140,56
1600_30_2,INSERTION_SMALLER,1371,1372,112,161
1600_30_3,INSERTION_SMALLER,1212,1213,99,83
1600_30_4,INSERTION_SMALLER,738,739,124,59
1600_35_0,INSERTION_SMALLER,303,304,116,203
1600_35_1,INSERTION_SMALLER,649,650,91,270
1600_35_2,INSERTION_SMALLER,240,241,119,203
1600_35_3,INSERTION_SMALLER,1120,1121,103,458
1600_35_4,INSERTION_SMALLER,1028,1029,143,362
1600_40_0,INSERTION_SMALLER,365,366,132,357
1600_40_1,INSERTION_SMALLER,1126,1127,86,221
1600_40_2,INSERTION_SMALLER,249,250,98,515
1600_40_3,INSERTION_SMALLER,1339,1340,115,455
1600_40_4,INSERTION_SMALLER,417,418,103,429
1600_45_0,INSERTION_SMALLER,1314,1315,116,513
1600_45_1,INSERTION_SMALLER,646,647,67,380
1600_45_2,INSERTION_SMALLER,559,560,69,203
1600_45_3,INSERTION_SMALLER,871,872,100,333
1600_45_4,INSERTION_SMALLER,591,592,111,387
1600_50_0,INSERTION_SMALLER,1058,1059,79,325
1600_50_1,INSERTION_SMALLER,427,428,74,292
1600_50_2,INSERTION_SMALLER,1162,1163,90,227
1600_50_3,INSERTION_SMALLER,274,275,85,460
1600_50_4,INSERTION_SMALLER,945,946,82,311
1600_55_0,INSERTION_SMALLER,1083,1084,51,111
1600_55_1,INSERTION_SMALLER,751,752,57,89
1600_55_2,INSERTION_SMALLER,983,984,74,347
1600_55_3,INSERTION_SMALLER,448,449,61,202
1600_55_4,INSERTION_SMALLER,545,546,77,523
1600_60_0,INSERTION_SMALLER,1329,1330,61,245
1600_60_1,INSERTION_SMALLER,801,802,60,318
1600_60_2,INSERTION_SMALLER,370,371,78,384
1600_60_3,INSERTION_SMALLER,940,941,75,454
1600_60_4,INSERTION_SMALLER,1328,1329,67,342
1600_65_0,INSERTION_SMALLER,386,387,63,451
1600_65_1,INSERTION_SMALLER,609,610,55,445
1600_65_2,INSERTION_SMALLER,983,984,49,296
1600_65_3,INSERTION_SMALLER,543,544,46,271
1600_65_4,INSERTION_SMALLER,755,756,55,421
1600_70_0,INSERTION_SMALLER,793,794,43,346
1600_70_1,INSERTION_SMALLER,673,674,48,437
1600_70_2,INSERTION_SMALLER,465,466,63,351
1600_70_3,INSERTION_SMALLER,750,751,65,417
1600_70_4,INSERTION_SMALLER,1164,1165,63,161
1600_75_0,INSERTION_SMALLER,924,925,63,464
1600_75_1,INSERTION_SMALLER,901,902,64,397
1600_75_2,INSERTION_SMALLER,997,998,46,205
1600_75_3,INSERTION_SMALLER,382,383,41,155
1600_75_4,INSERTION_SMALLER,845,846,47,283
1700_30_0,INSERTION_SMALLER,1089,1090,125,515
1700_30_1,INSERTION_SMALLER,1386,1387,158,71
1700_30_2,INSERTION_SMALLER,910,911,126,273
1700_30_3,INSERTION_SMALLER,715,716,121,498
1700_30_4,INSERTION_SMALLER,1021,1022,138,535
1700_35_0,INSERTION_SMALLER,1063,1064,124,323
1700_35_1,INSERTION_SMALLER,659,660,98,401
1700_35_2,INSERTION_SMALLER,963,964,103,160
1700_35_3,INSERTION_SMALLER,1236,1237,99,189
1700_35_4,INSERTION_SMALLER,1136,1137,126,433
1700_40_0,INSERTION_SMALLER,367,368,114,159
1700_40_1,INSERTION_SMALLER,673,674,89,151
1700_40_2,INSERTION_SMALLER,1170,1171,67,242
1700_40_3,INSERTION_SMALLER,352,353,103,279
1700_40_4,INSERTION_SMALLER,757,758,130,492
1700_45_0,INSERTION_SMALLER,384,385,90,414
1700_45_1,INSERTION_SMALLER,1216,1217,61,90
1700_45_2,INSERTION_SMALLER,899,900,83,197
1700_45_3,INSERTION_SMALLER,1401,1402,88,214
1700_45_4,INSERTION_SMALLER,1152,1153,89,407
1700_50_0,INSERTION_SMALLER,429,430,81,459
1700_50_1,INSERTION_SMALLER,1083,1084,82,392
1700_50_2,INSERTION_SMALLER,1373,1374,104,347
1700_50_3,INSERTION_SMALLER,1085,1086,80,384
1700_50_4,INSERTION_SMALLER,657,658,60,159
1700_55_0,INSERTION_SMALLER,554,555,68,383
1700_55_1,INSERTION_SMALLER,948,949,58,153
1700_55_2,INSERTION_SMALLER,802,803,72,247
1700_55_3,INSERTION_SMALLER,849,850,81,297
1700_55_4,INSERTION_SMALLER,348,349,62,340
1700_60_0,INSERTION_SMALLER,788,789,64,271
1700_60_1,INSERTION_SMALLER,1032,1033,58,169
1700_60_2,INSERTION_SMALLER,1332,1333,61,346
1700_60_3,INSERTION_SMALLER,883,884,87,480
1700_60_4,INSERTION_SMALLER,762,763,72,441
1700_65_0,INSERTION_SMALLER,733,734,72,359
1700_65_1,INSERTION_SMALLER,947,948,50,347
1700_65_2,INSERTION_SMALLER,1267,1268,68,538
1700_65_3,INSERTION_SMALLER,776,777,55,209
1700_65_4,INSERTION_SMALLER,976,977,60,238
1700_70_0,INSERTION_SMALLER,770,771,44,300
1700_70_1,INSERTION_SMALLER,525,526,43,196
1700_70_2,INSERTION_SMALLER,754,755,40,391
1700_70_3,INSERTION_SMALLER,1323,1324,56,369
1700_70_4,INSERTION_SMALLER,756,757,52,458
1700_75_0,INSERTION_SMALLER,1238,1239,47,177
1700_75_1,INSERTION_SMALLER,1269,1270,33,159
1700_75_2,INSERTION_SMALLER,654,655,72,542
1700_75_3,INSERTION_SMALLER,459,460,41,302
1700_75_4,INSERTION_SMALLER,930,931,55,213
1800_30_0,INSERTION_SMALLER,164,165,192,547
1800_30_1,INSERTION_SMALLER,729,730,120,181
1800_30_2,INSERTION_SMALLER,771,772,160,554
1800_30_3,INSERTION_SMALLER,204,205,180,360
1800_30_4,INSERTION_SMALLER,646,647,116,395
1800_35_0,INSERTION_SMALLER,1389,1390,111,517
1800_35_1,INSERTION_SMALLER,1122,1123,172,273
1800_35_2,INSERTION_SMALLER,1066,1067,101,355
1800_35_3,INSERTION_SMALLER,1374,1375,92,334
1800_35_4,INSERTION_SMALLER,720,721,180,593
1800_40_0,INSERTION_SMALLER,1491,1492,77,427
1800_40_1,INSERTION_SMALLER,784,785,101,194
1800_40_2,INSERTION_SMALLER,1094,1095,87,212
1800_40_3,INSERTION_SMALLER,1428,1429,102,377
1800_40_4,INSERTION_SMALLER,321,322,117,494
1800_45_0,INSERTION_SMALLER,1508,1509,72,251
1800_45_1,INSERTION_SMALLER,1273,1274,80,332
1800_45_2,INSERTION_SMALLER,461,462,85,550
1800_45_3,INSERTION_SMALLER,1409,1410,83,440
1800_45_4,INSERTION_SMALLER,1107,1108,119,590
1800_50_0,INSERTION_SMALLER,1183,1184,66,367
1800_50_1,INSERTION_SMALLER,796,797,59,126
1800_50_2,INSERTION_SMALLER,986,987,84,94
1800_50_3,INSERTION_SMALLER,1043,1044,104,509
1800_50_4,INSERTION_SMALLER,1203,1204,69,583
1800_55_0,INSERTION_SMALLER,908,909,54,223
1800_55_1,INSERTION_SMALLER,586,587,59,234
1800_55_2,INSERTION_SMALLER,536,537,64,114
1800_55_3,INSERTION_SMALLER,1159,1160,84,427
1800_55_4,INSERTION_SMALLER,1333,1334,64,397
1800_60_0,INSERTION_SMALLER,1025,1026,81,489
1800_60_1,INSERTION_SMALLER,512,513,75,298
1800_60_2,INSERTION_SMALLER,1155,1156,75,246
1800_60_3,INSERTION_SMALLER,711,712,81,545
1800_60_4,INSERTION_SMALLER,554,555,70,584
1800_65_0,INSERTION_SMALLER,1316,1317,57,451
1800_65_1,INSERTION_SMALLER,931,932,75,537
1800_65_2,INSERTION_SMALLER,434,435,66,222
1800_65_3,INSERTION_SMALLER,502,503,56,486
1800_65_4,INSERTION_SMALLER,1213,1214,53,403
1800_70_0,INSERTION_SMALLER,685,686,43,373
1800_70_1,INSERTION_SMALLER,991,992,54,386
1800_70_2,INSERTION_SMALLER,1167,1168,57,292
1800_70_3,INSERTION_SMALLER,1024,1025,64,576
1800_70_4,INSERTION_SMALLER,1157,1158,41,192
1800_75_0,INSERTION_SMALLER,698,699,45,276
1800_75_1,INSERTION_SMALLER,495,496,68,559
1800_75_2,INSERTION_SMALLER,1269,1270,52,434
1800_75_3,INSERTION_SMALLER,1262,1263,36,386
1800_75_4,INSERTION_SMALLER,1058,1059,38,449
1900_30_0,INSERTION_SMALLER,720,721,158,323
1900_30_1,INSERTION_SMALLER,769,770,108,291
1900_30_2,INSERTION_SMALLER,1287,1288,132,458
1900_30_3,INSERTION_SMALLER,1698,1699,152,343
1900_30_4,INSERTION_SMALLER,1109,1110,164,436
1900_35_0,INSERTION_SMALLER,527,528,118,83
1900_35_1,INSERTION_SMALLER,303,304,93,268
1900_35_2,INSERTION_SMALLER,1239,1240,107,461
1900_35_3,INSERTION_SMALLER,1463,1464,85,200
1900_35_4,INSERTION_SMALLER,304,305,109,386
1900_40_0,INSERTION_SMALLER,1382,1383,95,550
1900_40_1,INSERTION_SMALLER,742,743,147,328
1900_40_2,INSERTION_SMALLER,1313,1314,85,261
1900_40_3,INSERTION_SMALLER,1518,1519,77,379
1900_40_4,INSERTION_SMALLER,995,996,108,511
1900_45_0,INSERTION_SMALLER,718,719,92,94
1900_45_1,INSERTION_SMALLER,993,994,82,399
1900_45_2,INSERTION_SMALLER,539,540,83,193
1900_45_3,INSERTION_SMALLER,1282,1283,86,329
1900_45_4,INSERTION_SMALLER,810,811,69,113
1900_50_0,INSERTION_SMALLER,871,872,117,556
1900_50_1,INSERTION_SMALLER,846,847,78,592
1900_50_2,INSERTION_SMALLER,1294,1295,60,171
1900_50_3,INSERTION_SMALLER,1090,1091,77,110
1900_50_4,INSERTION_SMALLER,768,769,79,251
1900_55_0,INSERTION_SMALLER,485,486,75,273
1900_55_1,INSERTION_SMALLER,1555,1556,81,270
1900_55_2,INSERTION_SMALLER,384,385,55,275
1900_55_3,INSERTION_SMALLER,945,946,66,305
1900_55_4,INSERTION_SMALLER,727,728,68,189
1900_60_0,INSERTION_SMALLER,1177,1178,63,392
1900_60_1,INSERTION_SMALLER,513,514,66,496
1900_60_2,INSERTION_SMALLER,718,719,72,450
1900_60_3,INSERTION_SMALLER,658,659,45,188
1900_60_4,INSERTION_SMALLER,493,494,52,138
1900_65_0,INSERTION_SMALLER,979,980,52,467
1900_65_1,INSERTION_SMALLER,516,517,54,406
1900_65_2,INSERTION_SMALLER,724,725,47,493
1900_65_3,INSERTION_SMALLER,503,504,64,274
1900_65_4,INSERTION_SMALLER,1435,1436,49,526
1900_70_0,INSERTION_SMALLER,1006,1007,45,210
1900_70_1,INSERTION_SMALLER,1280,1281,42,358
1900_70_2,INSERTION_SMALLER,1370,1371,44,410
1900_70_3,INSERTION_SMALLER,814,815,54,345
1900_70_4,INSERTION_SMALLER,586,587,46,168
1900_75_0,INSERTION_SMALLER,370,371,61,467
1900_75_1,INSERTION_SMALLER,881,882,51,263
1900_75_2,INSERTION_SMALLER,1274,1275,38,265
1900_75_3,INSERTION_SMALLER,1042,1043,59,467
1900_75_4,INSERTION_SMALLER,426,427,43,288
