,real_type,real_start,real_end,read_count,var_size
1500_50_4,INSERTION_BIGGER,1209,1210,92,73
1500_55_0,INSERTION_BIGGER,831,832,50,56
1500_55_1,INSERTION_BIGGER,840,841,54,62
1500_55_2,INSERTION_BIGGER,571,572,78,79
1500_55_3,INSERTION_BIGGER,1066,1067,56,51
1500_55_4,INSERTION_BIGGER,857,858,62,66
1500_60_0,INSERTION_BIGGER,1041,1042,65,52
1500_60_1,INSERTION_BIGGER,260,261,55,77
1500_60_2,INSERTION_BIGGER,963,964,63,51
1500_60_3,INSERTION_BIGGER,1094,1095,55,72
1500_60_4,INSERTION_BIGGER,1103,1104,56,88
1500_65_0,INSERTION_BIGGER,1179,1180,40,80
1500_65_1,INSERTION_BIGGER,840,841,51,63
1500_65_2,INSERTION_BIGGER,1125,1126,46,60
1500_65_3,INSERTION_BIGGER,1084,1085,54,87
1500_65_4,INSERTION_BIGGER,999,1000,59,77
1500_70_0,INSERTION_BIGGER,856,857,56,80
1500_70_1,INSERTION_BIGGER,590,591,52,66
1500_70_2,INSERTION_BIGGER,380,381,47,92
1500_70_3,INSERTION_BIGGER,758,759,49,82
1500_70_4,INSERTION_BIGGER,284,285,53,85
1500_75_0,INSERTION_BIGGER,954,955,36,66
1500_75_1,INSERTION_BIGGER,951,952,56,78
1500_75_2,INSERTION_BIGGER,615,616,34,89
1500_75_3,INSERTION_BIGGER,420,421,48,79
1500_75_4,INSERTION_BIGGER,831,832,49,78
1600_30_0,INSERTION_BIGGER,998,999,88,39
1600_30_1,INSERTION_BIGGER,210,211,124,30
1600_30_2,INSERTION_BIGGER,571,572,108,29
1600_30_3,INSERTION_BIGGER,1199,1200,101,24
1600_30_4,INSERTION_BIGGER,839,840,115,32
1600_35_0,INSERTION_BIGGER,1269,1270,136,53
1600_35_1,INSERTION_BIGGER,453,454,112,38
1600_35_2,INSERTION_BIGGER,796,797,94,41
1600_35_3,INSERTION_BIGGER,1142,1143,89,33
1600_35_4,INSERTION_BIGGER,388,389,75,44
1600_40_0,INSERTION_BIGGER,741,742,100,38
1600_40_1,INSERTION_BIGGER,1054,1055,91,54
1600_40_2,INSERTION_BIGGER,1125,1126,68,45
1600_40_3,INSERTION_BIGGER,946,947,76,37
1600_40_4,INSERTION_BIGGER,1144,1145,91,59
1600_45_0,INSERTION_BIGGER,261,262,73,57
1600_45_1,INSERTION_BIGGER,1143,1144,80,36
1600_45_2,INSERTION_BIGGER,798,799,67,62
1600_45_3,INSERTION_BIGGER,533,534,64,71
1600_45_4,INSERTION_BIGGER,1192,1193,62,60
1600_50_0,INSERTION_BIGGER,632,633,76,47
1600_50_1,INSERTION_BIGGER,459,460,59,59
1600_50_2,INSERTION_BIGGER,502,503,61,53
1600_50_3,INSERTION_BIGGER,271,272,63,53
1600_50_4,INSERTION_BIGGER,661,662,76,42
1600_55_0,INSERTION_BIGGER,647,648,66,85
1600_55_1,INSERTION_BIGGER,881,882,72,56
1600_55_2,INSERTION_BIGGER,613,614,44,50
1600_55_3,INSERTION_BIGGER,1222,1223,54,72
1600_55_4,INSERTION_BIGGER,677,678,70,78
1600_60_0,INSERTION_BIGGER,973,974,46,63
1600_60_1,INSERTION_BIGGER,1133,1134,66,75
1600_60_2,INSERTION_BIGGER,1253,1254,51,86
1600_60_3,INSERTION_BIGGER,419,420,60,77
1600_60_4,INSERTION_BIGGER,700,701,45,91
1600_65_0,INSERTION_BIGGER,847,848,39,69
1600_65_1,INSERTION_BIGGER,1301,1302,38,64
1600_65_2,INSERTION_BIGGER,1205,1206,55,68
1600_65_3,INSERTION_BIGGER,1253,1254,55,86
1600_65_4,INSERTION_BIGGER,764,765,43,97
1600_70_0,INSERTION_BIGGER,1186,1187,57,74
1600_70_1,INSERTION_BIGGER,411,412,46,75
1600_70_2,INSERTION_BIGGER,1024,1025,51,57
1600_70_3,INSERTION_BIGGER,532,533,49,94
1600_70_4,INSERTION_BIGGER,949,950,35,77
1600_75_0,INSERTION_BIGGER,953,954,41,119
1600_75_1,INSERTION_BIGGER,989,990,47,92
1600_75_2,INSERTION_BIGGER,1226,1227,50,73
1600_75_3,INSERTION_BIGGER,1190,1191,44,86
1600_75_4,INSERTION_BIGGER,1031,1032,51,107
1700_30_0,INSERTION_BIGGER,1508,1509,126,48
1700_30_1,INSERTION_BIGGER,393,394,101,48
1700_30_2,INSERTION_BIGGER,1104,1105,124,37
1700_30_3,INSERTION_BIGGER,711,712,85,40
1700_30_4,INSERTION_BIGGER,177,178,170,32
1700_35_0,INSERTION_BIGGER,1251,1252,103,36
1700_35_1,INSERTION_BIGGER,797,798,100,42
1700_35_2,INSERTION_BIGGER,1262,1263,88,50
1700_35_3,INSERTION_BIGGER,850,851,101,42
1700_35_4,INSERTION_BIGGER,1389,1390,124,38
1700_40_0,INSERTION_BIGGER,1493,1494,97,47
1700_40_1,INSERTION_BIGGER,509,510,87,64
1700_40_2,INSERTION_BIGGER,1418,1419,126,39
1700_40_3,INSERTION_BIGGER,1396,1397,92,55
1700_40_4,INSERTION_BIGGER,1231,1232,70,65
1700_45_0,INSERTION_BIGGER,640,641,62,74
1700_45_1,INSERTION_BIGGER,1319,1320,76,49
1700_45_2,INSERTION_BIGGER,1398,1399,64,72
1700_45_3,INSERTION_BIGGER,1338,1339,68,47
1700_45_4,INSERTION_BIGGER,853,854,85,42
1700_50_0,INSERTION_BIGGER,1072,1073,73,56
1700_50_1,INSERTION_BIGGER,1423,1424,84,53
1700_50_2,INSERTION_BIGGER,523,524,54,54
1700_50_3,INSERTION_BIGGER,985,986,63,46
1700_50_4,INSERTION_BIGGER,553,554,50,42
1700_55_0,INSERTION_BIGGER,284,285,79,75
1700_55_1,INSERTION_BIGGER,427,428,75,66
1700_55_2,INSERTION_BIGGER,1266,1267,47,82
1700_55_3,INSERTION_BIGGER,245,246,74,83
1700_55_4,INSERTION_BIGGER,854,855,72,73
1700_60_0,INSERTION_BIGGER,553,554,54,101
1700_60_1,INSERTION_BIGGER,840,841,44,51
1700_60_2,INSERTION_BIGGER,389,390,56,60
1700_60_3,INSERTION_BIGGER,598,599,64,53
1700_60_4,INSERTION_BIGGER,1349,1350,54,66
1700_65_0,INSERTION_BIGGER,724,725,48,55
1700_65_1,INSERTION_BIGGER,997,998,40,101
1700_65_2,INSERTION_BIGGER,1128,1129,53,109
1700_65_3,INSERTION_BIGGER,559,560,69,64
1700_65_4,INSERTION_BIGGER,638,639,56,106
1700_70_0,INSERTION_BIGGER,418,419,46,65
1700_70_1,INSERTION_BIGGER,822,823,55,64
1700_70_2,INSERTION_BIGGER,426,427,41,111
1700_70_3,INSERTION_BIGGER,1027,1028,40,105
1700_70_4,INSERTION_BIGGER,572,573,49,75
1700_75_0,INSERTION_BIGGER,1020,1021,51,93
1700_75_1,INSERTION_BIGGER,1288,1289,38,73
1700_75_2,INSERTION_BIGGER,580,581,42,94
1700_75_3,INSERTION_BIGGER,528,529,45,71
1700_75_4,INSERTION_BIGGER,935,936,50,123
1800_30_0,INSERTION_BIGGER,1211,1212,141,47
1800_30_1,INSERTION_BIGGER,563,564,91,36
1800_30_2,INSERTION_BIGGER,1619,1620,132,52
1800_30_3,INSERTION_BIGGER,1471,1472,107,51
1800_30_4,INSERTION_BIGGER,377,378,115,48
1800_35_0,INSERTION_BIGGER,1023,1024,108,31
1800_35_1,INSERTION_BIGGER,1414,1415,118,42
1800_35_2,INSERTION_BIGGER,1412,1413,89,62
1800_35_3,INSERTION_BIGGER,517,518,118,41
1800_35_4,INSERTION_BIGGER,1112,1113,88,36
1800_40_0,INSERTION_BIGGER,334,335,80,70
1800_40_1,INSERTION_BIGGER,963,964,67,56
1800_40_2,INSERTION_BIGGER,1389,1390,88,49
1800_40_3,INSERTION_BIGGER,1414,1415,101,41
1800_40_4,INSERTION_BIGGER,860,861,70,62
1800_45_0,INSERTION_BIGGER,738,739,58,57
1800_45_1,INSERTION_BIGGER,1273,1274,67,80
1800_45_2,INSERTION_BIGGER,1499,1500,75,65
1800_45_3,INSERTION_BIGGER,320,321,104,72
1800_45_4,INSERTION_BIGGER,458,459,58,67
1800_50_0,INSERTION_BIGGER,418,419,46,78
1800_50_1,INSERTION_BIGGER,268,269,55,67
1800_50_2,INSERTION_BIGGER,655,656,57,59
1800_50_3,INSERTION_BIGGER,1429,1430,54,83
1800_50_4,INSERTION_BIGGER,801,802,52,82
1800_55_0,INSERTION_BIGGER,609,610,55,72
1800_55_1,INSERTION_BIGGER,651,652,55,84
1800_55_2,INSERTION_BIGGER,1355,1356,83,52
1800_55_3,INSERTION_BIGGER,1032,1033,94,56
1800_55_4,INSERTION_BIGGER,1493,1494,56,63
1800_60_0,INSERTION_BIGGER,510,511,52,68
1800_60_1,INSERTION_BIGGER,1099,1100,61,66
1800_60_2,INSERTION_BIGGER,681,682,70,71
1800_60_3,INSERTION_BIGGER,624,625,49,84
1800_60_4,INSERTION_BIGGER,685,686,55,58
1800_65_0,INSERTION_BIGGER,358,359,62,89
1800_65_1,INSERTION_BIGGER,1406,1407,41,75
1800_65_2,INSERTION_BIGGER,746,747,38,78
1800_65_3,INSERTION_BIGGER,968,969,46,76
1800_65_4,INSERTION_BIGGER,1041,1042,54,79
1800_70_0,INSERTION_BIGGER,682,683,53,74
1800_70_1,INSERTION_BIGGER,408,409,52,97
1800_70_2,INSERTION_BIGGER,1271,1272,46,67
1800_70_3,INSERTION_BIGGER,641,642,45,79
1800_70_4,INSERTION_BIGGER,842,843,63,84
1800_75_0,INSERTION_BIGGER,991,992,38,86
1800_75_1,INSERTION_BIGGER,1054,1055,48,126
1800_75_2,INSERTION_BIGGER,960,961,39,120
1800_75_3,INSERTION_BIGGER,1009,1010,41,134
1800_75_4,INSERTION_BIGGER,490,491,58,131
1900_30_0,INSERTION_BIGGER,582,583,113,44
1900_30_1,INSERTION_BIGGER,1679,1680,111,31
1900_30_2,INSERTION_BIGGER,691,692,124,48
1900_30_3,INSERTION_BIGGER,226,227,118,50
1900_30_4,INSERTION_BIGGER,1348,1349,142,49
1900_35_0,INSERTION_BIGGER,560,561,113,59
1900_35_1,INSERTION_BIGGER,823,824,93,41
1900_35_2,INSERTION_BIGGER,1405,1406,96,33
1900_35_3,INSERTION_BIGGER,707,708,111,62
1900_35_4,INSERTION_BIGGER,1460,1461,91,58
1900_40_0,INSERTION_BIGGER,901,902,94,71
1900_40_1,INSERTION_BIGGER,482,483,83,40
1900_40_2,INSERTION_BIGGER,973,974,103,56
1900_40_3,INSERTION_BIGGER,786,787,107,75
1900_40_4,INSERTION_BIGGER,689,690,87,61
1900_45_0,INSERTION_BIGGER,1362,1363,89,83
1900_45_1,INSERTION_BIGGER,1583,1584,82,78
1900_45_2,INSERTION_BIGGER,1600,1601,80,72
1900_45_3,INSERTION_BIGGER,932,933,71,45
1900_45_4,INSERTION_BIGGER,880,881,72,73
1900_50_0,INSERTION_BIGGER,1034,1035,68,70
1900_50_1,INSERTION_BIGGER,900,901,67,75
1900_50_2,INSERTION_BIGGER,317,318,67,60
1900_50_3,INSERTION_BIGGER,508,509,62,47
1900_50_4,INSERTION_BIGGER,292,293,67,79
1900_55_0,INSERTION_BIGGER,1101,1102,50,92
1900_55_1,INSERTION_BIGGER,1371,1372,65,91
1900_55_2,INSERTION_BIGGER,313,314,48,76
1900_55_3,INSERTION_BIGGER,972,973,70,88
1900_55_4,INSERTION_BIGGER,299,300,82,53
1900_60_0,INSERTION_BIGGER,785,786,61,69
1900_60_1,INSERTION_BIGGER,1235,1236,44,93
1900_60_2,INSERTION_BIGGER,1019,1020,54,86
1900_60_3,INSERTION_BIGGER,1326,1327,55,93
1900_60_4,INSERTION_BIGGER,1331,1332,52,97
1900_65_0,INSERTION_BIGGER,1274,1275,46,111
1900_65_1,INSERTION_BIGGER,460,461,55,118
1900_65_2,INSERTION_BIGGER,1314,1315,44,72
1900_65_3,INSERTION_BIGGER,1320,1321,50,61
1900_65_4,INSERTION_BIGGER,790,791,65,109
1900_70_0,INSERTION_BIGGER,854,855,42,127
1900_70_1,INSERTION_BIGGER,561,562,47,101
1900_70_2,INSERTION_BIGGER,837,838,48,103
1900_70_3,INSERTION_BIGGER,738,739,48,103
1900_70_4,INSERTION_BIGGER,1041,1042,40,99
1900_75_0,INSERTION_BIGGER,1341,1342,40,91
1900_75_1,INSERTION_BIGGER,711,712,33,138
1900_75_2,INSERTION_BIGGER,797,798,48,82
1900_75_3,INSERTION_BIGGER,544,545,46,134
1900_75_4,INSERTION_BIGGER,749,750,39,93
