,real_type,real_start,real_end,read_count,var_size
1800_50_0,TANDEM,300,554,104,254
1800_50_1,TANDEM,1013,1393,101,380
1800_50_2,TANDEM,744,1187,103,443
1800_50_3,TANDEM,960,1474,87,514
1800_50_4,TANDEM,687,1253,92,566
1800_55_0,TANDEM,936,1170,69,234
1800_55_1,TANDEM,601,1090,110,489
1800_55_2,TANDEM,324,641,57,317
1800_55_3,TANDEM,582,849,66,267
1800_55_4,TANDEM,788,953,44,165
1800_60_0,TANDEM,1059,1179,48,120
1800_60_1,TANDEM,409,892,72,483
1800_60_2,TANDEM,507,898,87,391
1800_60_3,TANDEM,661,1208,67,547
1800_60_4,TANDEM,475,964,88,489
1800_65_0,TANDEM,654,901,41,247
1800_65_1,TANDEM,1183,1308,49,125
1800_65_2,TANDEM,337,824,52,487
1800_65_3,TANDEM,533,991,52,458
1800_65_4,TANDEM,434,804,57,370
1800_70_0,TANDEM,741,892,37,151
1800_70_1,TANDEM,459,594,60,135
1800_70_2,TANDEM,896,1174,57,278
1800_70_3,TANDEM,865,1300,63,435
1800_70_4,TANDEM,894,1146,47,252
1800_75_0,TANDEM,960,1223,40,263
1800_75_1,TANDEM,833,1309,55,476
1800_75_2,TANDEM,690,1225,46,535
1800_75_3,TANDEM,510,849,40,339
1800_75_4,TANDEM,636,974,53,338
1900_30_0,TANDEM,801,1251,152,450
1900_30_1,TANDEM,1336,1623,115,287
1900_30_2,TANDEM,1275,1510,138,235
1900_30_3,TANDEM,883,1326,123,443
1900_30_4,TANDEM,1210,1568,161,358
1900_35_0,TANDEM,578,665,104,87
1900_35_1,TANDEM,1035,1500,117,465
1900_35_2,TANDEM,353,796,112,443
1900_35_3,TANDEM,1477,1599,82,122
1900_35_4,TANDEM,1311,1665,103,354
1900_40_0,TANDEM,1036,1464,87,428
1900_40_1,TANDEM,1109,1324,73,215
1900_40_2,TANDEM,929,1131,111,202
1900_40_3,TANDEM,1328,1463,79,135
1900_40_4,TANDEM,897,1255,98,358
1900_45_0,TANDEM,1148,1290,83,142
1900_45_1,TANDEM,830,990,94,160
1900_45_2,TANDEM,920,1092,84,172
1900_45_3,TANDEM,748,1061,93,313
1900_45_4,TANDEM,1037,1395,95,358
1900_50_0,TANDEM,1205,1513,61,308
1900_50_1,TANDEM,815,1053,65,238
1900_50_2,TANDEM,1018,1249,64,231
1900_50_3,TANDEM,667,1187,95,520
1900_50_4,TANDEM,1403,1597,63,194
1900_55_0,TANDEM,853,1311,61,458
1900_55_1,TANDEM,329,941,82,612
1900_55_2,TANDEM,393,616,57,223
1900_55_3,TANDEM,1208,1596,62,388
1900_55_4,TANDEM,1395,1566,55,171
1900_60_0,TANDEM,631,1112,70,481
1900_60_1,TANDEM,307,797,91,490
1900_60_2,TANDEM,716,1247,60,531
1900_60_3,TANDEM,727,1358,81,631
1900_60_4,TANDEM,802,1374,78,572
1900_65_0,TANDEM,1252,1376,59,124
1900_65_1,TANDEM,834,1353,78,519
1900_65_2,TANDEM,865,1484,67,619
1900_65_3,TANDEM,879,1359,65,480
1900_65_4,TANDEM,762,1113,58,351
1900_70_0,TANDEM,888,1239,55,351
1900_70_1,TANDEM,1063,1471,45,408
1900_70_2,TANDEM,734,1253,50,519
1900_70_3,TANDEM,1082,1531,46,449
1900_70_4,TANDEM,1079,1498,48,419
1900_75_0,TANDEM,838,1449,46,611
1900_75_1,TANDEM,550,1052,61,502
1900_75_2,TANDEM,638,1014,54,376
1900_75_3,TANDEM,976,1419,62,443
1900_75_4,TANDEM,914,1522,61,608
