,real_type,real_start,real_end,read_count,var_size
1900_30_4,DELETION,641,865,73,224
1900_35_0,DELETION,219,479,84,260
1900_35_1,DELETION,707,1325,60,618
1900_35_2,DELETION,1118,1649,79,531
1900_35_3,DELETION,734,883,105,149
1900_35_4,DELETION,668,1089,76,421
1900_40_0,DELETION,786,1395,60,609
1900_40_1,DELETION,1058,1501,58,443
1900_40_2,DELETION,1044,1431,69,387
1900_40_3,DELETION,508,803,61,295
1900_40_4,DELETION,532,964,70,432
1900_45_0,DELETION,722,1213,45,491
1900_45_1,DELETION,289,778,57,489
1900_45_2,DELETION,728,1006,75,278
1900_45_3,DELETION,819,1077,75,258
1900_45_4,DELETION,774,1176,42,402
1900_50_0,DELETION,1052,1564,39,512
1900_50_1,DELETION,534,1130,39,596
1900_50_2,DELETION,480,581,61,101
1900_50_3,DELETION,1266,1515,67,249
1900_50_4,DELETION,625,1125,34,500
1900_55_0,DELETION,1223,1350,42,127
1900_55_1,DELETION,840,1161,54,321
1900_55_2,DELETION,396,893,38,497
1900_55_3,DELETION,1051,1357,46,306
1900_55_4,DELETION,978,1131,48,153
1900_60_0,DELETION,1326,1476,41,150
1900_60_1,DELETION,844,1083,38,239
1900_60_2,DELETION,1134,1460,42,326
1900_60_3,DELETION,1162,1552,46,390
1900_60_4,DELETION,740,1246,34,506
1900_65_0,DELETION,955,1246,33,291
1900_65_1,DELETION,864,1111,39,247
1900_65_2,DELETION,348,868,40,520
1900_65_3,DELETION,1135,1548,35,413
1900_65_4,DELETION,948,1257,37,309
1900_70_0,DELETION,853,1422,31,569
1900_70_1,DELETION,515,879,32,364
1900_70_2,DELETION,964,1315,33,351
1900_70_3,DELETION,692,1041,26,349
1900_70_4,DELETION,996,1138,43,142
1900_75_0,DELETION,1176,1448,39,272
1900_75_1,DELETION,793,1173,29,380
1900_75_2,DELETION,391,560,32,169
1900_75_3,DELETION,664,1076,31,412
1900_75_4,DELETION,870,1226,37,356
